Truck ID,Component Description,Category Group,Installation Date,Age (Days),Current Health (%),Projected 50% Date
30006615,"FERRULE WS HOSES 3/4 4,000 PSI REM 3585",CLUSTER_2,2026-01-07,154,42.9,2026-04-07
30006615,"GOLDENISO/28 XTRAFLEX-12 (3/4"") DN 19 RE",CLUSTER_2,2026-01-07,154,42.9,2026-04-07
30012828,ACEITE SINOTRUK RLCM 10W40,CLUSTER_7,2025-02-18,477,42.9,2025-09-21
30012829,SERVICIO DE GRUA,CLUSTER_4,2025-07-15,330,42.9,2026-01-26
30012992,U. 12992 OS. 196643(RESCATE ) PONER ANTI,CLUSTER_3,2025-12-02,190,42.9,2026-04-01
30004325,Reemplazo de platos Cr 325,CLUSTER_3,2025-10-07,246,42.8,2026-02-04
30004334,Reparacion de muelle Cr 334,CLUSTER_3,2025-10-07,246,42.8,2026-02-04
30004360,CABLE PARA BATERIA,CLUSTER_19,2025-05-22,384,42.8,2025-12-08
30004443,COPLE,CLUSTER_8,2025-11-28,194,42.8,2026-03-28
30005758,"GASKET,EXHAUST MANIFOLD",CLUSTER_8,2025-12-02,190,42.8,2026-04-01
30005758,"GASKET,TURBOCHARGER",CLUSTER_8,2025-12-02,190,42.8,2026-04-01
30005758,GASKET-TURBO,CLUSTER_8,2025-12-02,190,42.8,2026-04-01
30005758,"SCREW,CAPTIVE WASHER CAP",CLUSTER_8,2025-12-02,190,42.8,2026-04-01
30005759,INSTALACION DE POLVERAS,CLUSTER_8,2025-12-02,190,42.8,2026-04-01
30005759,POLVERAS,CLUSTER_8,2025-12-02,190,42.8,2026-04-01
30006606,PLAFON LATERAL CUADRADO ROJO 2665905,CLUSTER_9,2025-06-25,350,42.8,2026-01-21
30006614,SERVICIO DE LIMPIEZA FORANEO EN CIUDAD P,CLUSTER_17,2025-06-27,348,42.8,2026-01-28
30007040,SERVICIO DE LIMPIEZA FORANEO EN CIUDAD P,CLUSTER_17,2025-06-27,348,42.8,2026-01-28
30007043,ADAPTADOR GQ 1/4 MACHO 1/4,CLUSTER_8,2025-12-02,190,42.8,2026-04-01
30007043,ADAPTADOR GQ 3/8 - MACHO 3/8 NPT GIRAT C,CLUSTER_8,2025-12-02,190,42.8,2026-04-01
30009629,CC2847	ANTICONGELANTE	,CLUSTER_17,2025-06-16,359,42.8,2026-01-17
30009631,BISAGRA T680,CLUSTER_8,2025-12-01,191,42.8,2026-03-31
30010147,BASE DE FOCOS,CLUSTER_17,2025-06-20,355,42.8,2026-01-21
30010147,PLACA PARA CONO,CLUSTER_12,2025-03-25,442,42.8,2025-11-15
30010154,ARNES DE LUCES DERECHA,CLUSTER_2,2026-01-08,153,42.8,2026-04-08
30010154,"CABLE, CINTA, CORRIGUADO, ESTAÑO",CLUSTER_2,2026-01-08,153,42.8,2026-04-08
30010154,CASCO DE COMPRESOR,CLUSTER_17,2025-06-27,348,42.8,2026-01-28
30010154,FARO PRINCIPAL LH,CLUSTER_2,2026-01-08,153,42.8,2026-04-08
30010154,FARO PRINCIPAL RH,CLUSTER_2,2026-01-08,153,42.8,2026-04-08
30010154,PALFON ROJO,CLUSTER_2,2026-01-08,153,42.8,2026-04-08
30012224,FAB. BASE DE CRUCETAS CR 12224,CLUSTER_5,2026-02-03,127,42.8,2026-04-29
30012243,RESCATE SITRAK APAGADO CR 12243,CLUSTER_5,2026-02-05,125,42.8,2026-05-01
30012244,CAMBIO DE TAMBORES Y BALATAS CR 12244,CLUSTER_5,2026-02-05,125,42.8,2026-05-01
30012329,"ADAPT HEMBRA 1/4"" NPT - HEMBRA 1/4"" NPT",CLUSTER_5,2026-02-05,125,42.8,2026-05-01
30012329,CONECTR TUBING 90 12MM - 1/4 MACHO NPT R,CLUSTER_5,2026-02-05,125,42.8,2026-05-01
30012329,M/OBRA Y SOLDADURA REM 3836,CLUSTER_5,2026-02-05,125,42.8,2026-05-01
30012329,O'RING 1/16 X 3/8 DI- N70 REM 3836,CLUSTER_5,2026-02-05,125,42.8,2026-05-01
30012329,O'RING 1/16 X 5/8 DI- N70 REM 3836,CLUSTER_5,2026-02-05,125,42.8,2026-05-01
30012329,O'RING 3/32 X 9/16 DI - N70 REM 3836,CLUSTER_5,2026-02-05,125,42.8,2026-05-01
30012488,REPARACION DE LUCES CR 12488,CLUSTER_10,2025-11-30,192,42.8,2026-04-04
30012834,FILTRO SECUANDRIO AIRE,CLUSTER_5,2026-02-03,127,42.8,2026-04-29
30012834,JUNTA DE CARRTRER,CLUSTER_5,2026-02-03,127,42.8,2026-04-29
30012834,KIT DE ACIENTOS DE CABEZA,CLUSTER_5,2026-02-03,127,42.8,2026-04-29
30012834,KIT DE VALVULAS,CLUSTER_5,2026-02-03,127,42.8,2026-04-29
30012834,PRUEBA DE CABEZA,CLUSTER_5,2026-02-03,127,42.8,2026-04-29
30012834,SILICON DE JUNTAS,CLUSTER_5,2026-02-03,127,42.8,2026-04-29
30004334,rescate en sierra vista Cr 334,CLUSTER_3,2025-10-02,251,42.7,2026-01-30
30004366,REEMPLAZO DE CUBRE POLVOS P/ PALANCA DE,CLUSTER_24,2026-01-09,152,42.7,2026-04-14
30004411,REEMPLAZO DE MANGUERA HIDRAULICA CR 411,CLUSTER_24,2026-01-08,153,42.7,2026-04-13
30004414,SENSOR DE PEDAL POTENCIOMETRO,CLUSTER_3,2025-11-25,197,42.7,2026-03-25
30004418,KIT DE CLOUTCH,CLUSTER_12,2025-10-31,222,42.7,2026-04-04
30004437,Le falta ajuste de frenos y trae problem,CLUSTER_3,2025-10-02,251,42.7,2026-01-30
30004441,DE FUGA DE AGUA Y CAMBIO DE BOMBA DE AGU,CLUSTER_3,2025-11-25,197,42.7,2026-03-25
30004443,CRUCETA,CLUSTER_12,2025-10-31,222,42.7,2026-04-04
30004443,DISCO D/CORTE 14PULX7/64PULX1PUL CVE 737,CLUSTER_9,2025-08-11,303,42.7,2026-02-22
30005765,CRUCETA,CLUSTER_12,2025-10-31,222,42.7,2026-04-04
30006161,CRUCETA,CLUSTER_12,2025-10-31,222,42.7,2026-04-04
30006298,LIGA ISM	,CLUSTER_8,2025-11-04,218,42.7,2026-03-24
30009430,FILTRO COMBUSTIBLE FLEETGUARD = 23521528,CLUSTER_14,2024-12-12,545,42.7,2025-09-08
30009632,MANGUERA CHARTER 1PUL,CLUSTER_9,2025-06-13,362,42.7,2026-01-09
30009633,GAS REFRIGERANTE 1KG SUVA 134,CLUSTER_13,2025-04-11,425,42.7,2026-02-05
30013009,MANGUERA CAPRI 3/4PUL,CLUSTER_7,2025-01-03,523,42.7,2025-08-06
30013218,MANGUERA CAPRI 3/4PUL,CLUSTER_7,2025-01-17,509,42.7,2025-08-20
30004325,TUBO BAYONETA ACEITE 7600,CLUSTER_3,2025-09-22,261,42.6,2026-01-20
30004334,TAPA PORTA FUSIBLES 4300,CLUSTER_3,2025-09-22,261,42.6,2026-01-20
30004334,reparacion de corto cr 334,CLUSTER_3,2025-09-22,261,42.6,2026-01-20
30004360,Descocodrilada de camion de revolvedora,CLUSTER_19,2025-05-21,385,42.6,2025-12-07
30004384,Mangueras y conexiones remision 3423 Cr,CLUSTER_3,2025-09-23,260,42.6,2026-01-21
30004415,VACUOMETRO 260-00422,CLUSTER_13,2025-03-20,447,42.6,2025-12-05
30004441,SOLDAR Y REPARAR POS ENFRIADOR,CLUSTER_3,2025-11-19,203,42.6,2026-03-19
30004441,SONDEO Y LIMPIEZA DE RADIADOR DE ENFRIAM,CLUSTER_3,2025-11-19,203,42.6,2026-03-19
30005344,CODO DE ESCAPE,CLUSTER_1,2026-02-06,124,42.6,2026-05-07
30005344,TUBO FLEXIBLE PARA ESCAPE,CLUSTER_1,2026-02-06,124,42.6,2026-05-07
30005347,FOCO FRONTAL,CLUSTER_1,2026-02-06,124,42.6,2026-05-07
30010146,ELECTRODO 1/8PUL 7018,CLUSTER_7,2025-11-18,204,42.6,2026-04-07
30010147,REPUESTO DE SOPLADOR,CLUSTER_23,2025-01-20,506,42.6,2025-09-12
30012603,Reemplazo de FAN CLUTCH	 Cr 12603,CLUSTER_6,2025-07-07,338,42.6,2025-10-30
30012606,reparacion de prensa cr 12606,CLUSTER_6,2025-07-15,330,42.6,2025-11-07
30012831,ELECTRODO 1/8PUL 7018,CLUSTER_7,2024-11-28,559,42.6,2025-07-01
30012832,ACEITE MOBIL DTE 26 19LT,CLUSTER_7,2024-12-06,551,42.6,2025-07-09
30004334,Reemplazo de muelle dlanter Cr 334,CLUSTER_3,2025-09-15,268,42.5,2026-01-13
30005344,INSTALACION DE RADIADOR,CLUSTER_19,2025-02-24,471,42.5,2025-11-26
30009632,ACEITE TRAN SAE50 9X-8531 19LT,CLUSTER_9,2025-06-10,365,42.5,2026-01-06
30011790,LLANTA RENOVADA 295/75R22.5TRA,CLUSTER_0,2025-12-02,190,42.5,2026-03-27
30012191,PLAFON LATERAL CUADRADO ROJO 2665905,CLUSTER_9,2025-06-09,366,42.5,2026-01-05
30012603,ACEITE MLUBE HD 85W140 19LT,CLUSTER_7,2025-04-16,420,42.5,2025-11-12
30004411,Vulcanizados,CLUSTER_12,2025-10-28,225,42.4,2026-04-01
30005349,SENSOR DE PRECION DE EGR,CLUSTER_24,2025-12-30,162,42.4,2026-04-14
30005756,AMORTIGUADOR DE ACIENTO,CLUSTER_12,2025-10-24,229,42.4,2026-03-28
30006164,CRUCETA,CLUSTER_12,2025-10-24,229,42.4,2026-03-28
30009419,2 TRASLADOS REM 8214,CLUSTER_2,2025-12-30,162,42.4,2026-03-30
30009420,2 TRASLADOS REM 8214,CLUSTER_2,2025-12-30,162,42.4,2026-03-30
30009421,2 TRASLADOS REM 8214,CLUSTER_2,2025-12-30,162,42.4,2026-03-30
30009422,1 TRASLADO REM 8213,CLUSTER_2,2025-12-30,162,42.4,2026-03-30
30009431,ACEITE 85W140 P/ DIFERENCIAL LTO,CLUSTER_8,2025-11-27,195,42.4,2026-03-27
30010153,2 DESPONCHE SRESCATE CR 10153 REM 8162,CLUSTER_2,2025-12-30,162,42.4,2026-03-30
30012992,FILTRO CABINA T680 = X1987001,CLUSTER_12,2025-04-21,415,42.4,2025-11-27
30004385,ACUMULADOR,CLUSTER_12,2025-04-16,420,42.3,2025-11-22
30004385,TERMINAL DE BATERIA,CLUSTER_12,2025-04-16,420,42.3,2025-11-22
30004437,63062RS - BALERO PILOTO SELLADO,CLUSTER_3,2025-09-09,274,42.3,2026-01-07
30004437,C30970182 - EMBRAGUE 15.5X2 SOLO ADVANTA,CLUSTER_3,2025-09-09,274,42.3,2026-01-07
30004437,REEMPLAZAR EMBRAGUE,CLUSTER_3,2025-09-09,274,42.3,2026-01-07
30005347,VALVULA CONTROL CANALON MA-35899,CLUSTER_13,2025-03-24,443,42.3,2026-01-18
30009629,UNIDAD 9629 FOLIO DE COTIZACION U9629-12,CLUSTER_23,2024-12-23,534,42.3,2025-08-15
30010149,DEPOSITO DE REFRIGERANTE	,CLUSTER_23,2024-12-26,531,42.3,2025-08-18
30010149,GAS FREON 	,CLUSTER_23,2024-12-26,531,42.3,2025-08-18
30010157,RECTIFICADO DE VOLANTE	,CLUSTER_12,2025-02-27,468,42.3,2025-10-20
30010160,TUERCA CAMPANA FLOTANTE 22 X 1.50 R,CLUSTER_17,2025-06-06,369,42.3,2026-01-02
30004334,CONEXIÓN CODO 1/4	,CLUSTER_17,2024-12-07,550,42.2,2025-09-23
30004334,CONEXIÓN CODO 3/8	,CLUSTER_17,2024-12-07,550,42.2,2025-09-23
30004334,MANGUERA NYLON 1/2	,CLUSTER_17,2024-12-07,550,42.2,2025-09-23
30004360,ANTIFRIZZ,CLUSTER_8,2025-11-19,203,42.2,2026-03-19
30004360,LAVADO DE MOTOR,CLUSTER_8,2025-11-19,203,42.2,2026-03-19
30004360,REV CODIGOS / DIAGNOSTICO,CLUSTER_21,2025-11-03,219,42.2,2026-03-18
30004360,UNIDAD BAN FOLIO DE COTIZACION BAN-10-25,CLUSTER_21,2025-11-07,215,42.2,2026-03-22
30004368,VALVULA DE AIRE DE FRENOS,CLUSTER_19,2025-05-14,392,42.2,2025-11-30
30004384,Reemplazo de terminales de direccion Cr,CLUSTER_3,2025-09-08,275,42.2,2026-01-06
30004418,REVICION DE LUCES TRASERAS E INSTALACION,CLUSTER_8,2025-11-19,203,42.2,2026-03-19
30005348,CAJA D/CONTROL MTM 280-153880-B,CLUSTER_13,2025-03-14,453,42.2,2026-01-08
30005348,VACUOMETRO 260-00422,CLUSTER_13,2025-03-21,446,42.2,2026-01-15
30005757,Lavado de motor,CLUSTER_8,2025-11-19,203,42.2,2026-03-19
30005757,MONTAJE DE LLANTA NUEVA,CLUSTER_19,2025-05-13,393,42.2,2025-11-29
30005757,UNIDAD 5757 FOLIO DE COTIZACION U5757-01,CLUSTER_1,2026-02-12,118,42.2,2026-05-08
30005757,UNIDAD BAN FOLIO DE COTIZACION BAN-10-25,CLUSTER_21,2025-11-07,215,42.2,2026-03-22
30005757,[K022105] VALV DE PURGA PARA SECADOR AD-,CLUSTER_21,2025-11-03,219,42.2,2026-03-18
30005758,BOTA PARA PALANCA DE VELOCIDADES,CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30005759,REV CODIGOS / DIAGNOSTICO,CLUSTER_21,2025-11-03,219,42.2,2026-03-18
30005759,UNIDAD BAN FOLIO DE COTIZACION BAN-10-25,CLUSTER_21,2025-11-07,215,42.2,2026-03-22
30005761,AMORTIGUADOR DE ASIENTO AIRE S78,CLUSTER_21,2025-11-03,219,42.2,2026-03-18
30006162,BUJE P/PIN 540.039,CLUSTER_1,2026-02-11,119,42.2,2026-05-07
30006162,GRASERA RECTA 1/8,CLUSTER_1,2026-02-11,119,42.2,2026-05-07
30006162,HOJA DE MUELLE 1a (4.00 X.815) (32 X 32),CLUSTER_1,2026-02-11,119,42.2,2026-05-07
30006162,PERNO ROSCADO CORTO (540.039) (T300-600-,CLUSTER_1,2026-02-11,119,42.2,2026-05-07
30006162,PERNO ROSCADO KW LARGO (13144),CLUSTER_1,2026-02-11,119,42.2,2026-05-07
30006162,TUERCA FINA 1/2,CLUSTER_1,2026-02-11,119,42.2,2026-05-07
30006163,ADAPTADOR GQ UNION 1/4,CLUSTER_21,2025-11-07,215,42.2,2026-03-22
30006297,ACEITE HIDRAULICO NUNO 68 19LT,CLUSTER_7,2026-01-05,156,42.2,2026-04-15
30006297,ACEITE MOBIL ATF D/M 19LT,CLUSTER_7,2026-01-05,156,42.2,2026-04-15
30006598,FILTRO TAPACHUECA,CLUSTER_1,2026-02-11,119,42.2,2026-05-07
30006598,REVISION,CLUSTER_1,2026-02-11,119,42.2,2026-05-07
30006598,UNIDAD 6598 FOLIO RE-328 TRABAJO: SERVIC,CLUSTER_1,2026-02-11,119,42.2,2026-05-07
30006598,UNIDAD BAN FOLIO DE COTIZACION BAN-10-25,CLUSTER_21,2025-11-07,215,42.2,2026-03-22
30006602,CABLE # 4 orquesta,CLUSTER_21,2025-10-31,222,42.2,2026-03-25
30006605,CARTUCHO DE SECADOR AD-SP 5008414BXW,CLUSTER_21,2025-11-07,215,42.2,2026-03-22
30006608,MANGUERA REUSABLE #10,CLUSTER_21,2025-11-03,219,42.2,2026-03-18
30006608,TANK ASSY - SURGE OE TRP = N5346001 (TOM,CLUSTER_21,2025-11-03,219,42.2,2026-03-18
30006610,ACEITE HIDRAULICO NUNO 68 19LT,CLUSTER_7,2026-01-06,155,42.2,2026-04-16
30007039,UNIDAD 7039 FOLIO RE-275 TRABAJO: PERCHA,CLUSTER_2,2026-01-05,156,42.2,2026-04-05
30007043,U. 7043 OS. 196572(TALLER) REEMPLAZO DE,CLUSTER_8,2025-11-19,203,42.2,2026-03-19
30009430,CO30060054 RODILLO ENSAMBLADO MD-32123,CLUSTER_1,2026-02-13,117,42.2,2026-05-09
30009431,ADAPTADOR GQ UNION 5/32,CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009431,"CLUT - 2.00-10SPL, 7SPRG, 1860TQ",CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009431,CODO 90 HEMBRA/MACHO 1/8 NTP,CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009431,CONEXION CODO FULLER PRESION 5/32X1/8,CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009431,CONEXION RECTA 10 AL 10 = 42F-10,CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009431,"COPLE DE 1/8"" 207P-2",CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009431,ENCAMIZAR YUGO,CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009431,"GASKET,OIL PAN",CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009431,GRASERA RECTA ROSCA TUBO 1/8 PTF GAH200,CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009431,MANGUERA COMPRESOR ACERO FLEXIBLE,CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009431,MANGUERA DE 1/4 PARA GRASERA CON CONEXIO,CLUSTER_21,2025-11-04,218,42.2,2026-03-19
30009432,[K022105] VALV DE PURGA PARA SECADOR AD-,CLUSTER_21,2025-11-03,219,42.2,2026-03-18
30009625,GAS FREON	,CLUSTER_23,2024-12-03,554,42.2,2025-07-26
30009625,MANGUERA RIGIDA	,CLUSTER_23,2024-12-03,554,42.2,2025-07-26
30009625,UNIDAD 9625 FOLIO RE-273 TRABAJO: DESPON,CLUSTER_2,2026-01-05,156,42.2,2026-04-05
30009625,UNIDAD 9625 FOLIO RE-290 TRABAJO: 2 MONT,CLUSTER_2,2026-01-05,156,42.2,2026-04-05
30009629,VACUOMETRO 260-00422,CLUSTER_13,2025-03-28,439,42.2,2025-12-18
30009631,CARGADOR 1396118 MBT,CLUSTER_13,2025-07-31,314,42.2,2026-02-16
30009633,AMORTIGUADORES DELANTEROS,CLUSTER_21,2025-10-31,222,42.2,2026-03-25
30009633,BALATAS TRASERAS,CLUSTER_21,2025-10-31,222,42.2,2026-03-25
30009633,CABLE ELECTRICO,CLUSTER_21,2025-10-31,222,42.2,2026-03-25
30009633,KIT DE PERNOS DE DIRECCION,CLUSTER_21,2025-10-31,222,42.2,2026-03-25
30009633,TAMBORES DELANTEROS,CLUSTER_21,2025-10-31,222,42.2,2026-03-25
30009633,TAMBORES TRASEROS,CLUSTER_21,2025-10-31,222,42.2,2026-03-25
30010147,UNIDAD DE FOCO DELANTERO,CLUSTER_12,2025-02-24,471,42.2,2025-10-17
30012603,ACEITE HIDRAULICO NUNO 68 19LT,CLUSTER_7,2025-03-26,441,42.2,2025-10-22
30012606,ACEITE HIDRAULICO NUNO 68 19LT,CLUSTER_7,2025-03-14,453,42.2,2025-10-10
30012606,MANGUERA 5/8PUL SER LIGERO ADAPTAFLEX,CLUSTER_7,2025-03-13,454,42.2,2025-10-09
30012606,Servicio Preventivo Unidad Foton,CLUSTER_6,2025-06-26,349,42.2,2025-10-19
30013219,ENGRASADO,CLUSTER_4,2025-04-29,407,42.2,2025-11-10
30004325,Limpieza de olla 325,CLUSTER_3,2025-08-30,284,42.1,2025-12-28
30006169,SERVICIO DE GRUA cr 6169,CLUSTER_3,2025-09-01,282,42.1,2025-12-30
30006171,CC2847 ANTICONGELANTE,CLUSTER_2,2025-12-30,162,42.1,2026-03-30
30006171,UNIDAD 6171 FOLIO DE COTIZACION U6171-12,CLUSTER_2,2025-12-30,162,42.1,2026-03-30
30006300,MANOMETRO 1-100PSI 260.82406,CLUSTER_13,2025-07-28,317,42.1,2026-02-13
30006614,MANGUERA ARMADA CON CONEXIONES PRENSADAS,CLUSTER_17,2025-06-06,369,42.1,2026-01-07
30007039,"5 MTS DE MANGUERA GOLDEN ISO 1/2"" CON CO",CLUSTER_2,2025-12-30,162,42.1,2026-03-30
30007039,MANGUERA DE1/2 PARA AGUA 225 PSI,CLUSTER_2,2025-12-30,162,42.1,2026-03-30
30010147,REVICION DE FUGA DE AIRE Y CAMBIO DE CON,CLUSTER_2,2025-12-30,162,42.1,2026-03-30
30010149,68PL84] CONECTOR MACHO RAPIDO DE 1/2 X 1,CLUSTER_23,2024-11-15,572,42.1,2025-07-08
30010149,[459F8] INSERTO DE 1/2,CLUSTER_23,2024-11-15,572,42.1,2025-07-08
30010149,[68PMT4M16] CONECTOR MACHO RAPIDO DE 1/4,CLUSTER_23,2024-11-15,572,42.1,2025-07-08
30010149,[KN31000] VALV REGULADORA DE PRESION KN3,CLUSTER_23,2024-11-15,572,42.1,2025-07-08
30010151,KIT DE TURBO CR 10151,CLUSTER_2,2025-12-18,174,42.1,2026-03-18
30012489,ACEITE PARA SIST. HIDRAULICO ATF III,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,Cartucho del filtro-KIT DE REPARACIÓN,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,E7 15W-40/ 208LTS,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,FILTRO 0153468,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,FILTRO 2240905,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,FILTRO DEL HABITÁCULO,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,JUNTA TÓRICA 1328242,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,KIT DE FILTROS 2655854,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,LDF-3 10W-40/ 208 LTS,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,RENOLIT C GREASE CUBETA C/16KGS,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,RETÉN 1762704,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,Retén de kit de mantenimiento-RETÉN,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,STO 2:0 A 75W-140/ 208 LTS,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,STO 2:0 G 75W-90/ 208 LTS,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30012489,válv purga,CLUSTER_10,2025-11-19,203,42.1,2026-03-24
30004385,VALVULA,CLUSTER_12,2025-04-10,426,42.0,2025-11-16
30004441,SWITCH,CLUSTER_12,2025-04-11,425,42.0,2025-11-17
30005348,RADIADOR NUEVO DKW580,CLUSTER_1,2026-02-03,127,42.0,2026-05-04
30006168,BALERO COLGANTE CR 6168,CLUSTER_1,2026-02-05,125,42.0,2026-05-06
30006296,BALERO COLGANTE CR 6296,CLUSTER_1,2026-02-05,125,42.0,2026-05-06
30006604,Vulcanizados,CLUSTER_12,2025-08-06,308,42.0,2026-02-12
30006610,DEPOSITO DE ANTICONGELANTE CR 6610,CLUSTER_1,2026-02-05,125,42.0,2026-05-06
30012489,ANILLO 21 X 4 STD,CLUSTER_0,2025-11-19,203,42.0,2026-03-14
30012489,ANTICONGELANTE 1 LT. HOMOLOGADO SCANIA T,CLUSTER_0,2025-11-19,203,42.0,2026-03-14
30012489,CARTUCHO DE SEGURIDAD,CLUSTER_0,2025-11-19,203,42.0,2026-03-14
30012489,CARTUCHO DEL FILTRO DE AIRE,CLUSTER_0,2025-11-19,203,42.0,2026-03-14
30012489,JUNTA TÓRICA,CLUSTER_0,2025-11-19,203,42.0,2026-03-14
30012489,KIT DE MANTENIMIENTO,CLUSTER_0,2025-11-19,203,42.0,2026-03-14
30012489,KIT DE REPARACIÓN,CLUSTER_0,2025-11-19,203,42.0,2026-03-14
30013041,PLATOS ADAPTADORES PARA FLECHAS BOMBAS S,CLUSTER_5,2026-02-11,119,42.0,2026-04-27
30013221,U. 13221  OS. GCC-REP-T-13221-30012026-L,CLUSTER_5,2026-02-11,119,42.0,2026-04-27
30004334,reemplazo de secador y cabeza de compres,CLUSTER_3,2025-08-23,291,41.9,2025-12-21
30004363,BOTON MARCHA P/CANALON,CLUSTER_12,2025-10-11,242,41.9,2026-03-15
30004363,INSTALACION DE RADIADOR,CLUSTER_19,2025-04-28,408,41.9,2025-11-14
30004366,ACEITE HIDRAULICO NUNO 68 19LT,CLUSTER_7,2025-12-20,172,41.9,2026-04-09
30004384,reemplazo de empaque descarga de turbo c,CLUSTER_3,2025-08-23,291,41.9,2025-12-21
30004385,U. 4385 OS. 196537(PLANTA) AJUSTE DE FRE,CLUSTER_3,2025-11-03,219,41.9,2026-03-03
30004392,101B6] TEE HEMBRA DE 3/8,CLUSTER_3,2025-11-03,219,41.9,2026-03-03
30004392,U. 4392 OS. S07970 CONEXIONES PARA  TANQ,CLUSTER_3,2025-11-03,219,41.9,2026-03-03
30004392,[12105] GRIFO DE JALON DE 1/4 30705,CLUSTER_3,2025-11-03,219,41.9,2026-03-03
30004392,[123B86] NIPLE REDUCTOR DE 1/2 A 3/8,CLUSTER_3,2025-11-03,219,41.9,2026-03-03
30004418,BUJE DE HOJA DE MUEY,CLUSTER_19,2025-04-29,407,41.9,2025-11-15
30005344,ACUMULADOR (BATERIA,CLUSTER_19,2025-01-23,503,41.9,2025-10-25
30005347,CUBRE POLVO,CLUSTER_19,2025-01-23,503,41.9,2025-10-25
30005759,CAMBIO DE PICHANCHA DEL TANQUE DE AGU A,CLUSTER_24,2026-01-05,156,41.9,2026-04-10
30005763,REVICION DE FUGA DE ACEITE Y CAMBIO DE R,CLUSTER_19,2025-04-28,408,41.9,2025-11-14
30006170,U.6170 OS. 292 REPARACIÓN DE FUGA DE PRE,CLUSTER_3,2025-11-07,215,41.9,2026-03-07
30007042,ARNES DE TRANSMISION Y FOCOS CR 7042 COT,CLUSTER_2,2025-12-13,179,41.9,2026-03-13
30009421,BALERO DE FLECHA	,CLUSTER_17,2025-05-30,376,41.9,2025-12-26
30009421,HORQUILLA	,CLUSTER_17,2025-05-30,376,41.9,2025-12-26
30009429,110B-08-02 REDUCCION DE 1/2 A 1/8,CLUSTER_24,2026-01-05,156,41.9,2026-04-10
30009429,TEFLON CINTA ECON TEFLON DE 1/2 X 520'',CLUSTER_24,2026-01-05,156,41.9,2026-04-10
30009429,U. 9429 OS. 196862(TALLER) REEMPLAZO DE,CLUSTER_24,2026-01-05,156,41.9,2026-04-10
30009627,CAJA D/CONTROL MTM 280-153880-B,CLUSTER_13,2025-03-15,452,41.9,2025-12-05
30009631,MANOMETRO 1-100PSI 260.82406,CLUSTER_13,2025-07-25,320,41.9,2026-02-10
30011789,INYECTOR CAMBIAR,CLUSTER_10,2025-11-13,209,41.9,2026-03-18
30011789,KIT DE FILTROS,CLUSTER_0,2025-11-13,209,41.9,2026-03-08
30011789,KIT DE REPARACIÓN,CLUSTER_0,2025-11-13,209,41.9,2026-03-08
30011789,SISTEMA DE COMBUSTIBLE LOCALIZAR AVERÃ­A,CLUSTER_10,2025-11-13,209,41.9,2026-03-18
30011789,TRASLADOS / SERVICIO PROGRAMADO ( 60 KM,CLUSTER_0,2025-11-13,209,41.9,2026-03-08
30012862,U. 12862 OS. 196529(TALLER) SISTEMA DE L,CLUSTER_3,2025-11-03,219,41.9,2026-03-03
30012863,"INJ, CELECT EURO III M11",CLUSTER_3,2025-11-03,219,41.9,2026-03-03
30012863,U. 12863 OS. 196505(TALLER) REEMPLAZO DE,CLUSTER_3,2025-11-03,219,41.9,2026-03-03
30004334,BAYONETA ACEITE 7600,CLUSTER_3,2025-08-15,299,41.8,2025-12-13
30004334,SECADOR DE AIRE AD-9,CLUSTER_3,2025-08-15,299,41.8,2025-12-13
30004385,PLACA PARA CONO,CLUSTER_12,2025-03-25,442,41.8,2025-10-31
30004411,PINTURA AEROSOL ROJO BRILLANTE TEMP,CLUSTER_9,2025-07-22,323,41.8,2026-02-02
30005347,ASPAS DE ABANICO,CLUSTER_19,2025-01-20,506,41.8,2025-10-22
30006604,ACEITE DE DIRECCION,CLUSTER_17,2025-05-05,401,41.8,2026-01-20
